//sampling segunda coluna, led na terceira
29,38744,0
34,82800,0
34,126968,0
39,171248,0
34,215544,0
34,259824,0
39,304096,0
34,348376,0
34,392648,0
34,436928,0
34,481192,0
34,525480,0
34,569744,0
34,614024,0
39,658320,0
34,702592,0
34,746888,0
34,791168,0
34,835456,0
34,879736,0
29,924008,0
34,968280,0
39,1012600,0
34,1057048,0
29,1101488,0
34,1145936,0
34,1190376,0
34,1234816,0
34,1279272,0
34,1323712,0
34,1368160,0
29,1412600,0
34,1457040,0
39,1501488,0
34,1545928,0
39,1590376,0
39,1634816,0
34,1679256,0
34,1723704,0
29,1768144,0
39,1812592,0
34,1857032,0
39,1901472,0
39,1945920,0
39,1990360,0
34,2034808,0
34,2079248,0
39,2123688,0
34,2168136,0
34,2212576,0
34,2257024,0
34,2301464,0
34,2345904,0
39,2390352,0
29,2434792,0
34,2479248,0
34,2523688,0
34,2568128,0
39,2612576,0
29,2657016,0
39,2701464,0
34,2745904,0
39,2790344,0
39,2834792,0
34,2879232,0
29,2923688,0
34,2968128,0
39,3012568,0
34,3057016,0
34,3101456,0
39,3145904,0
34,3190344,0
39,3234784,0
34,3279232,0
34,3323672,0
39,3368120,0
39,3412560,0
34,3457000,0
34,3501448,0
29,3545888,0
29,3590336,0
29,3634776,0
34,3679216,0
39,3723664,0
34,3768104,0
34,3812552,0
34,3856992,0
34,3901432,0
34,3945880,0
34,3990320,0
39,4034768,0
34,4079208,0
29,4123660,0
34,4168104,0
34,4212544,0
34,4256992,0
34,4301432,0
39,4345876,0
39,4390320,0
29,4434760,0
29,4479208,0
34,4523648,0
34,4568092,0
39,4612536,0
39,4656976,0
34,4701424,0
29,4745864,0
29,4790312,0
34,4834760,0
34,4879200,0
39,4923648,0
34,4968088,0
34,5012536,0
34,5056976,0
34,5101424,0
34,5145872,0
39,5190312,0
29,5234760,0
34,5279200,0
34,5323640,0
34,5368088,0
34,5412528,0
34,5456976,0
34,5501416,0
34,5545856,0
1402,5590640,50
1681,5635600,50
1739,5680560,50
1779,5725520,50
1793,5770480,50
1808,5815440,50
1813,5860400,50
1823,5905352,50
1827,5950312,50
1837,5995272,50
1832,6040232,50
1837,6085200,50
1847,6130160,50
1857,6175120,50
1857,6220080,50
1867,6265032,50
1862,6309992,50
1881,6354952,50
1867,6399904,50
1862,6444864,50
1867,6489824,50
1876,6534792,50
1867,6579752,50
1871,6624712,50
1871,6669672,50
1876,6714632,50
1867,6759600,50
1871,6804560,50
1876,6849512,50
1871,6894472,50
1871,6939432,50
1876,6984392,50
1871,7029352,50
1876,7074312,50
1867,7119272,50
1867,7164232,50
1871,7209192,50
1867,7254160,50
1871,7299120,50
1881,7344072,50
1886,7389032,50
1886,7433992,50
1886,7478952,50
1881,7523920,50
1881,7568880,50
1881,7613848,50
1876,7658808,50
1881,7703768,50
1881,7748728,50
1881,7793688,50
1876,7838640,50
1881,7883600,50
1881,7928560,50
1881,7973528,50
1881,8018488,50
1881,8063448,50
1876,8108408,50
1876,8153368,50
1871,8198328,50
1876,8243296,50
1871,8288248,50
1876,8333208,50
1871,8378168,50
1876,8423128,50
1881,8468096,50
1886,8513056,50
1886,8558016,50
1891,8602976,50
1886,8647936,50
1886,8692904,50
1881,8737864,50
1881,8782816,50
1886,8827776,50
1881,8872736,50
1876,8917696,50
1881,8962664,50
1886,9007624,50
1881,9052584,50
1876,9097544,50
1876,9142504,50
1886,9187472,50
1881,9232432,50
1876,9277384,50
1881,9322344,50
1881,9367304,50
1871,9412264,50
1871,9457232,50
1871,9502192,50
1881,9547152,50
1881,9592112,50
1886,9637072,50
1881,9682040,50
1896,9727000,50
1886,9771960,50
1886,9816920,50
1881,9861880,50
1891,9906840,50
1886,9951800,50
1886,9996760,50
1881,10041856,50
1891,10086992,50
1876,10132152,50
1876,10177288,50
1876,10222416,50
1891,10267536,50
1881,10312656,50
1886,10357784,50
1881,10402936,50
1881,10448096,50
1871,10493216,50
1871,10538336,50
1871,10583456,50
1886,10628576,50
1886,10673704,50
1881,10718864,50
1886,10764016,50
1876,10809136,50
1886,10854256,50
1876,10899376,50
1867,10944496,50
1886,10989624,50
1886,11034792,50
1881,11079928,50
1886,11125048,50
1881,11170168,50
2468,11215536,100
2526,11260904,100
2541,11306256,100
2526,11351632,100
2521,11397008,100
2536,11442384,100
2546,11487752,100
2541,11533128,100
2521,11578496,100
2536,11623840,100
2551,11669208,100
2536,11714580,100
2526,11759952,100
2541,11805320,100
2546,11850688,100
2536,11896048,100
2526,11941424,100
2536,11986800,100
2546,12032176,100
2536,12077544,100
2531,12122896,100
2521,12168272,100
2551,12213632,100
2536,12259008,100
2531,12304376,100
2521,12349752,100
2541,12395120,100
2536,12440480,100
2541,12485848,100
2531,12531224,100
2536,12576600,100
2551,12621976,100
2536,12667352,100
2531,12712736,100
2536,12758112,100
2546,12803488,100
2536,12848856,100
2531,12894228,100
2531,12939584,100
2561,12984952,100
2536,13030336,100
2531,13075712,100
2531,13121080,100
2546,13166448,100
2541,13211816,100
2531,13257184,100
2517,13302560,100
2541,13347928,100
2546,13393296,100
2531,13438672,100
2526,13484048,100
2546,13529416,100
2541,13574792,100
2531,13620160,100
2531,13665536,100
2541,13710904,100
2541,13756272,100
2531,13801648,100
2521,13847024,100
2541,13892392,100
2551,13937768,100
2531,13983136,100
2526,14028512,100
2536,14073892,100
2546,14119256,100
2546,14164632,100
2531,14210000,100
2531,14255368,100
2546,14300744,100
2541,14346120,100
2526,14391488,100
2526,14436856,100
2546,14482224,100
2531,14527600,100
2536,14572976,100
2517,14618352,100
2541,14663728,100
2536,14709088,100
2526,14754464,100
2521,14799840,100
2546,14845208,100
2541,14890568,100
2531,14935928,100
2526,14981304,100
2541,15026680,100
2556,15072056,100
2526,15117424,100
2526,15162792,100
2536,15208152,100
2546,15253520,100
2531,15298888,100
2536,15344264,100
2536,15389640,100
2546,15435016,100
2531,15480384,100
2531,15525744,100
2531,15571112,100
2541,15616480,100
2536,15661856,100
2531,15707224,100
2526,15752600,100
2541,15797968,100
2541,15843352,100
2526,15888704,100
2521,15934072,100
2541,15979456,100
2546,16024832,100
2531,16070200,100
2521,16115576,100
2536,16160952,100
2541,16206320,100
2531,16251696,100
2521,16297072,100
2536,16342432,100
2546,16387808,100
2536,16433188,100
2526,16478552,100
2541,16523912,100
2546,16569288,100
2531,16614664,100
2526,16660040,100
2536,16705400,100
2546,16750768,100
2531,16796144,100
2531,16841512,100
2883,16886920,150
2898,16932280,150
2898,16977648,150
2893,17023000,150
2903,17068344,150
2908,17113704,150
2913,17159048,150
2908,17204408,150
2883,17249768,150
2913,17295128,150
2917,17340488,150
2898,17385856,150
2898,17431208,150
2908,17476560,150
2913,17521920,150
2903,17567280,150
2898,17612656,150
2908,17658032,150
2917,17703392,150
2903,17748760,150
2893,17794120,150
2903,17839480,150
2913,17884840,150
2922,17930192,150
2893,17975552,150
2888,18020904,150
2913,18066264,150
2922,18111632,150
2893,18157000,150
2888,18202376,150
2908,18247736,150
2917,18293088,150
2898,18338448,150
2898,18383800,150
2903,18429176,150
2913,18474544,150
2903,18519904,150
2898,18565256,150
2903,18610616,150
2908,18655984,150
2917,18701352,150
2893,18746696,150
2913,18792048,150
2908,18837424,150
2917,18882784,150
2898,18928144,150
2888,18973512,150
2913,19018880,150
2927,19064248,150
2898,19109616,150
2888,19154980,150
2903,19200344,150
2913,19245704,150
2908,19291056,150
2888,19336416,150
2903,19381776,150
2908,19427136,150
2917,19472488,150
2893,19517856,150
2903,19563216,150
2908,19608568,150
2917,19653944,150
2893,19699312,150
2888,19744680,150
2908,19790048,150
2913,19835408,150
2898,19880776,150
2888,19926144,150
2913,19971504,150
2908,20016864,150
2898,20062236,150
2888,20107592,150
2908,20152936,150
2913,20198296,150
2927,20243664,150
2893,20289032,150
2898,20334384,150
2903,20379744,150
2922,20425112,150
2898,20470488,150
2898,20515852,150
2908,20561208,150
2913,20606576,150
2908,20651944,150
2883,20697304,150
2913,20742680,150
2913,20788032,150
2898,20833400,150
2893,20878768,150
2917,20924128,150
2913,20969484,150
2898,21014848,150
2893,21060208,150
2903,21105568,150
2913,21150928,150
2913,21196280,150
2893,21241648,150
2898,21287016,150
2913,21332384,150
2913,21377736,150
2903,21423096,150
2888,21468456,150
2908,21513816,150
2922,21559192,150
2903,21604552,150
2893,21649920,150
2903,21695280,150
2908,21740640,150
2903,21786016,150
2898,21831376,150
2903,21876752,150
2908,21922112,150
2903,21967480,150
2893,22012840,150
2903,22058216,150
2917,22103592,150
2913,22148952,150
2888,22194312,150
2883,22239656,150
2908,22285024,150
2913,22330388,150
2893,22375752,150
2888,22421112,150
2908,22466464,150
2922,22511832,150
3132,22557264,200
3147,22602632,200
3152,22647992,200
3157,22693352,200
3157,22738728,200
3142,22784096,200
3152,22829464,200
3152,22874832,200
3157,22920204,200
3128,22965576,200
3157,23010944,200
3152,23056296,200
3162,23101664,200
3137,23147032,200
3152,23192392,200
3152,23237768,200
3162,23283136,200
3132,23328504,200
3152,23373868,200
3152,23419224,200
3157,23464600,200
3142,23509976,200
3147,23555344,200
3157,23600704,200
3157,23646080,200
3167,23691440,200
3137,23736800,200
3152,23782168,200
3152,23827536,200
3157,23872912,200
3128,23918264,200
3162,23963640,200
3157,24009016,200
3152,24054384,200
3132,24099752,200
3152,24145112,200
3152,24190480,200
3152,24235840,200
3137,24281208,200
3147,24326568,200
3162,24371944,200
3152,24417316,200
3142,24462672,200
3142,24508040,200
3152,24553408,200
3157,24598784,200
3167,24644144,200
3142,24689504,200
3152,24734872,200
3152,24780240,200
3162,24825600,200
3137,24870964,200
3147,24916336,200
3152,24961704,200
3157,25007064,200
3132,25052432,200
3147,25097792,200
3162,25143160,200
3152,25188528,200
3137,25233896,200
3147,25279256,200
3162,25324632,200
3157,25370000,200
3137,25415376,200
3152,25460756,200
3157,25506112,200
3162,25551464,200
3142,25596832,200
3147,25642184,200
3152,25687560,200
3152,25732928,200
3157,25778296,200
3142,25823648,200
3152,25869016,200
3147,25914388,200
3157,25959760,200
3137,26005128,200
3152,26050488,200
3147,26095864,200
3152,26141232,200
3132,26186592,200
3162,26231976,200
3147,26277336,200
3162,26322704,200
3137,26368072,200
3142,26413440,200
3152,26458808,200
3167,26504184,200
3142,26549560,200
3142,26594928,200
3152,26640288,200
3157,26685656,200
3162,26731024,200
3137,26776392,200
3157,26821760,200
3152,26867120,200
3162,26912488,200
3128,26957868,200
3152,27003240,200
3147,27048608,200
3152,27093976,200
3128,27139352,200
3152,27184720,200
3152,27230080,200
3152,27275440,200
3132,27320816,200
3147,27366192,200
3157,27411552,200
3152,27456920,200
3137,27502288,200
3142,27547664,200
3152,27593024,200
3152,27638384,200
3167,27683736,200
3137,27729104,200
3147,27774456,200
3152,27819824,200
3157,27865192,200
3132,27910552,200
3142,27955920,200
3152,28001264,200
3157,28046632,200
3142,28092000,200
3147,28137368,200
3147,28182736,200
909,28227872,0
259,28272660,0
122,28317444,0
78,28362152,0
58,28406768,0
43,28451376,0
39,28496000,0
39,28540624,0
39,28585232,0
34,28629856,0
34,28674464,0
34,28719072,0
29,28763688,0
29,28808312,0
34,28852944,0
34,28897568,0
29,28942192,0
29,28986832,0
29,29031456,0
29,29076088,0
29,29120728,0
34,29159784,0